arRavaja	arRavaja pu arRavAt jAyate jana qa ta samudraPene ratnamA samudrajAtamAtre tri arRavajAtAdayo pyatra	
arRavodBava	arRavodBava pu udBavatyasmAt uda BU apAdAne ap arRava udBavo sya agnijAravfkze candre ca amfte na SriyAM strI	
arRoBava	arRoBava pu arRasi jale Bavati BU ac ta SaNKe jalodBavamAtre tri	
arRoda	arRoda pu arRAMsi dadAti dA ka meGe mustake tta jaladAtari tri	
arSas		arSa rsa s na f asun SuW suW dantAdirityanye balikAkAre guhyasTarogaBede yaTAha suSrutaH zaqa rSaMsi Bavanti vAtapittakaPaSoRitasannipAtEH sahajAni ceti tatrAnAtmavatAM yaToktEH prakopaRErbDirudDADyaSana strIprasaNgotkawukAsanapfzWayAnavegaviDAraRAdiBirvviSezEH praku pitA dozA ekaSo dviSaH samastAH SoRitasahitA vA yaToktaM prasftAH praDAnaDamanIranuprapadyA DogatvA gudamA gamya praduzya balIrmmAMsaprarohAn janayanti viSezatomandA gnestaTA tfRakAzWopalalozwravastrAdiBiH SItodakasaMsparSa nAdvA kandAH parivfdDimAsAdayanti tAnyarSAMsItyAcakzate tatra sTUlAndrapratibadDamardDa paYcANgulaM gudamAhustasmin balaya stisro DyardDANgulAntaraBUtAH pravAhaRI visarjjanI saMvaraRI ceti caturaNgulAyatAH sarvAstiryyagekANgulocCritAH SaNKA varttaniBAScApi uparyyupari saMsTitAH gajatAluniBAScApi varRataH samprakIrttitAH romAnteByo yavADyardDaM gudOzWaH parikIrttitaH praTamA tu gudOzWAdaNgulamAtre tezAntu BavizyatAM pUrvvarUpARi anne na SradDA kfcCrAtpaktiramlIkA sakTisadanamAwopaH kArSyamudgArabAhulyamakzRoSca SvayaTurandra kUjanaM gudaparikarttanamASaNkA pARqurogagrahaRI dozaSo zaRaM kAsaSvAsOBramastandrA nidrendriyadOrbbalyaYca jAte Page a zvetAni rUpARi pravyaktatarARi Bavanti tatra mArutAtpa riSuzkAruRavarRAni vizamamaDyAni kadambapuzpatuRqikerI nAqImuKasUcImuKAkftIni ca Bavanti tErupahataH saSUlaM saMhatamupaveSyate kawIpfzWapArSva meQragudanABipradeSezu cAsya vedanA gulmAzWolAplIhodarARi cAsya tannimittAnyeva Bavanti kfzRatvaNnaKanayanadaSanavadanamUtrapurIzaSca puruzo Bavati pittAnnIlAgrARi tanUni visaprpIRi pItAvaBAsAni yakftprakASAni SukajihvAsaMsTAnAni yavamaDyAni jalO kovaktrasadfSAni praklinnAni ca Bavanti tErupahataH saruDira matisAryyate jvaradAhapipAsAsUrcCAScopadravA Bavanti pItatvaNnaKanayanadaSanavadanamUtrapurIzaSca puruzo Bavati SlezmajAni SvetAni mahAmUlAni sTirARi vfttAni snigDAni pARqUni karIrapanasAsTigostanAkArARi na Bidyante na sravanti kaRqUbahulAni ca Bavanti tErupahataH saSlezmARamanalpaM mAMsaDAvanaprakASamatisAryyeta SoPaSIta jvarArocakAvipAkaSirogOravARi cAsya tannimittAnyeva Bavanti SuklatvaNnasvanayanadaSanavadanamUtrapurIzaSca puruzo Bavati raktajAni nyagroDaprarohavidrumakAkaRantikAPalasadf SAni pittalakzaRAni ca yadAvagAQapurIzaprapIqitAni Bavanti tadAtyarTaM duzwamanalpamasfk sahasA visfjanti tasyEvA tipravfttO SoRitAtiyogopadravA Bavanti sannipAtajAni sarvvadozalakzaRayuktAni sahajAni duzwaSoRitaSukranimi ttAni tezAM dozata eva prasADanaM karttavya viSezataScAtra durdarSanAni paruzARi pARqUni dAruRAnyantarmuKAni tErupadrutaH kfSo lpaBuk sirAsantatagAtro lpaprajaHkzIRa retAH kzAmasvaraH kroDano lpAgnirDrARaSiro kziSravaRa rogavAn satatamandrakUjAwopahfdayopalepArocakapraBftiBiH pIqyate arSa AdyA mahArogA atipApAdBavanti hi SAtA smf pfzo salopaH arSamapyatra na
arSasa	<del>arSa rsa sa na f asun SuW suW dantAdirityanye balikAkAre guhyasTarogaBede yaTAha suSrutaH zaqarSAMsi Bavanti vAtapittakaPaSoRitasannipAtEH sahajAni ceti tatrAnAtmavatAM yaToktEH prakopaRErbDirudDADyaSanastrIprasaNgotkawukAsanapfzWayAnavegaviDAraRAdiBirvviSezEH prakupitA dozA ekaSo dviSaH samastAH SoRitasahitA vA yaToktaM prasftAH praDAnaDamanIranuprapadyA DIgatvA gudamAgamya praduzya balIrmmAMsaprarohAn janayanti viSezato mandAgnestaTA tfRakAzWopalalozwravastrAdiBiH SItodakasaMsparSanAdvA kandAH parivfdDimAsAdayanti tAnyarSAMsItyAcakzate tatra sTUlAndrapratibadDamardDapaYcANgulaM gudamAhustasmin balayastisro DyardDANgulAntaraBUtAH pravAhaRI visarjjanI saMvaraRI ceti caturaNgulAyatAH sarvAstiryyagekANgulocCritAH SaNKAvarttaniBAScApi uparyyupari saMsTitAH gajatAluniBAScApi varRataH samprakIrttitAH romAnteByo BavADyardDaM gudOzWaH parikIrttitaH praTamA tu gudOzWAdaNgulamAtre tezAntu BavizyatAM pUrvvarUpARi anne na SradDA kfcCrAtpaktiramlIkA sakTisadanamAwopaH kArSyamudgArabAhulyamakzRoSca SvayaTurandrakUjanaM gudaparikarttanamASaNkA pARqurogagrahaRI dozaSozaRaM kAsaSvAsO BramastandrA nidrendriyadOrbbalyaYca jAtezvetAni rUpARi pravyaktatarARi Bavanti tatra mArutAtpariSuzkAruRavarRAni vizamamaDyAni kadambapuzpatuRqikeronAqImuKasUcImuKAkftIni ca Bavanti tErupahataH saSUlaM saMhatamupaveSyate kawIpfzWapArSvameQragudanABipradeSezu cAsya vedanA gulmAzWIlAplIhodarARi cAsya tannimittAnyeva Bavanti kfzRatvaNnaKanayanadaSanavadanamUtrapurIzaSca puruzo Bavati pittAnnIlAgrARi tanUni visarppIRi pItAvaBAsAni yakftprakASAni SukajihvAsaMsTAnAni yavamaDyAni jalOkovaktasadfSAni praklinnAni ca Bavanti tErupahataH saruDiramatisAryyate jvaradAhapipAsAmUrcCAScopadravA Bavanti pItatvaNnaKanayanadaSanavadanamUtrapurIzaSca puruzo Bavati SlezmajAni SvetAni mahAmUlAni sTirARi vfttAni snigDAni pARqUni karIrapanasAsTigostanAkArARi na Bidyante na sravanti kaRqUbahulAni ca Bavanti tErupahataH saSlezmARamanalpaM mAMsaDAvanaprakASamatisAryyeta SoPaSIta jvarArocakAvipAkaSirogOravARi cAsya tannimittAnyeva Bavanti SuklatvaNnaKanayanadaSanavadanamUtrapurIzaSca puruzo Bavati raktajAni nyagroDaprarohavidrumakAkaRantikAPalasadfSAni pittalakzaRAni ca yadAvagAQapurIzaprapIqitAni Bavanti tadAtyarTaM duzwamanalpamasfk sahasA visfjanti tasyEvAtipravfttO SoRitAtiyogopadravA Bavanti sannipAtajAni sarvvadozalakzaRayuktAni sahajAni duzwaSoRitaSukranimittAni tezAM dozata eva prasADanaM karttavyaviSezataScAtra durdarSanAni paruzARi pARqUni dAruRAnyantarmuKAni tErupadrutaH kfSo lpaBuk sirAsantatagAtro lpaprajaH kzIRaretAH kzAmasvaraH kroDano lpAgnirGrARaSiro kziSravaRarogavAn satatamandrakUjAwopahfdayopalepArocakapraBftiBiH pIqyate arSa AdyA mahArogA atipApAdBavanti hi SAtA smf pfzo salopaH arSamapyatra na</del> arSasa tri arSas astyarTe c balikAkAraguhyavyADiyukte <del>hInakriyaM</del> <ins>honakriyaM</ins> nizpuruzaM niSCandoromaSArSasam manuH	arSasa tri arSas astyarTe c balikAkAraguhyavyADiyukte honakriyaM nizpuruzaM niSCandoromaSArSasam manuH
arTasaMgraha		arTasaMgraha pu ta DanasaYcaye
arTasaNgraha	arTasaNgraha pu ta DanasaYcaye	
arTatam		arTatam avya arTa tasil arTAdityarTe arTAnusAraRa tyarTe vastusvaBAvAdityarTe ca arTato pyadvayA nandAnatotadvEtaBAnataH ve sA
arTatas	arTatas avya arTa tasil arTAdityarTe arTAnusAreRetyarTe vastusvaBAvAdityarTe ca arTato pyadvayAnandAtItadvEtaBAnataH ve sA	
araRya	araRya pu na aryyate Seze vayasyatra f anya vane <ins>Page b</ins> ardDarccAdi mAtA yasya gfhe nAsti BAryyA <del>cApriyavAdinI</del> <ins>cApri yavAdinI</ins> araRyaM tena gantavyaM yaTAraRyaM taTA gfham cARakyaH sAvitrImapyaDIyIta gatvAraRyaM <del>samAhitaH</del> <ins>samA hitaH</ins> gfhe gurO vAraRye vA nivasannAtmavAn dvijaH manuH gfhasTastu yadA <del>paSyedvalIpalitamAtmanaH</del> <ins>paSyedbalIpalitamAtmanaH</ins> apatyasyEva cApatyaM tadAraRyaM samASrayet manunA antye vayasyeva araRyavAsaviDAnAttasya taTAtvam svArTe kan tatrEva ya enameva vindanti ye cAraRyakamASritAH yA smf kawPalavfkze pu utkarAdi caturarTyAM Ca araRyIyaH araRyasannikfzwadeSAdO tri araRye DyeyaH <del>vuY</del> <ins>buY</ins> AraRyakaM vanapAWye anuvAkBede AraRyakamaDItya ca manuH araRyamaDikftya kftaH granTaH AraRyam rAmAyaRAntargatAraRyakARqe <del>araRya RyAnAm pati pu araRyAnAM tatrasTAnAM cOrARAM patiH vA aluk samA cOrADizWAtari rudre namonamonicerave paricarAyAraRyAnAM pataye namaH yaju rudro hi lIlayA cOrAdirUpaM Datte yadvA rudrasya jagadAtmakatvAccOrAdayo rudrA eva DyeyAH yadvA stenAdiSarIre jIveSvararUpeRa rudro dviDA tizWati tatra jIvarUpaM stenAdiSabdavAcyam tadISvararudrarUpaM lakzayati yaTA SAKAgraM candram ve dI tasya sarvaniyantftvena cOrARAmapi patitvaM yuktameva eza eva sADu karmma kArayati taM yamunninIyate eza evAsADu karmma kArayati taM yamaDoninIzate iti SrutyA tasya sADvasADukarmmaniyantftvasyokteH pUrvvakftakarmmasApekzatvena ca na vEzamyanErGfRye ityAkare vyaktam araRyacaravyADapatO ca</del>	araRya pu na aryyate Seze vayasyatra f anya vane Page b ardDarccAdi mAtA yasya gfhe nAsti BAryyA cApri yavAdinI araRyaM tena gantavyaM yaTAraRyaM taTA gfham cARakyaH sAvitrImapyaDIyIta gatvAraRyaM samA hitaH gfhe gurO vAraRye vA nivasannAtmavAn dvijaH manuH gfhasTastu yadA paSyedbalIpalitamAtmanaH apatyasyEva cApatyaM tadAraRyaM samASrayet manunA antye vayasyeva araRyavAsaviDAnAttasya taTAtvam svArTe kan tatrEva ya enameva vindanti ye cAraRyakamASritAH yA smf kawPalavfkze pu utkarAdi caturarTyAM Ca araRyIyaH araRyasannikfzwadeSAdO tri araRye DyeyaH buY AraRyakaM vanapAWye anuvAkBede AraRyakamaDItya ca manuH araRyamaDikftya kftaH granTaH AraRyam rAmAyaRAntargatAraRyakARqe
araRyaGolo		araRyaGolo strI araRyajA GolI vanaGolyAM patraSAkaBede rAjani
araRyagolI	araRyagolI strI araRyajA golI vanaGolyAM patraSAkaBede rAjani	
araRyamudga		araRyamudga pu ta vanamudge
araRyapati		araRya RyAnAm pati pu araRyAnAM tatrasTAnAM cOrARAM patiH vA aluk samA cOrADizWAtari rudre namonamonicerave paricarAyAraRyAnAM pataye namaH yaju rudro hi lIlayA cOrAdirUpaM Datte yadvA rudrasya jagadAtmakatvA ccOrAdayo rudrA eva DyeyAH yadvA stenAdiSarIre jIveSvara rUpeRa rudrodviDA tizWati tatra jIvarUpaM stenAdiSabdavAcyam tadISvararudrarUpaM lakzayati yaTA SAKAgraM candram ve dI tasya sarvaniyantftvena cOrARAmapi patitvaM yuktameva eza eva sADu karmma kArayati taM yamunninIyate eza evAsADu karmma kArayati taM yamaDoninIzate iti SrutyA tasya sADvasADu karmmaniyantftvasyokteH pUrvvakftakarmmasApekzatvena ca na vEza myanErGfRye ityAkare vyaktam araRyacaravyADapatO ca
araRye'nUcya	araRye nUcya tri araRye anUcyaH niyatapAWyo mantro yasya aluk samA araRyamAtrapaWyamantreRa saMskfte purAqASAdO paScAdaraRye nUcyam araRye nUcyA vaktavyAH paWanIyA mantrA yasyAsO araRye nUcya iti karka ta aluksa araRye nUcye pAwye mantraBede pu sa ca ugraSca BOmaScetyAdimantraH sahi niyatamaraRye paWyate iti karka vAgevAraRye nUcyAso raRyenUcyo Bavati tA brA araRye nUcyaH kaScidanuvAkaH tena hUyamAno pi puroqASo ruRye nUcyo Bavati BA ayameva pakzaH SreyAn karkamate bahuvrIhyASrayaRe saptamyA luk na syAt aluksamAsasya tatpuruzEkavizayatvAt ata upacArAt tatsambanDavAcakatvaM yuktam so syEzo vAN prARa etasya prajApateH so raRyenUcyo Bavati Sata brA	
araRyenUcya		araRye nUcya tri araRye anUcyaH niyatapAWyomantro yasya aluka samA araRyamAtrapAwyamantreRa saMskfte purA qASAdO paScAdaraRye nUcyam araRye nUcyA baktavyAH paWanIyA mantrA yasyAsO araRye nUcya iti karka ta aluksa araRye nUcye pAWye mantraBede pu sa ca ugraSca BImaScetyAdimantraH sahi niyatamaraRye paWyate iti karka vAgevAraRye nUcyA so raRyenUcyo Bavati tA brA araRye nUcyaH kaSci Page b danuvAkaH tena hUyamAno pi puroqASo ruRye nUcyo Bavati BA ayameva pakzaH SreyAn karkamate bahuvrIhyA SrayaRe saptamyA luk na syAt aluksamAsasya tatpuruzE kavizayatvAt ata upacArAt tatsambanDavAcakatvaM yuktam so syEzo vAN prARa etasya prajApateH so raRyenUcyo Bavati Sata vrA
aragbaDa		aragbaDa pu pf hrasvaH AragvaDavfkze Su DAlo
aragvaDa	aragvaDa pu pf hrasvaH AragvaDavfkze SuM DAlo	
aram	aram avya aya am vA lasya ratvam vakzyamARe lamarTe SIGratAyAYca arahkftaSabde araNkftiSabde ca udA atyarTeca tasmA araM gamAvaH yA aramize stavAmahe mIlahuze araMgamAya jagmaye f	
arama	<ins>arama avya ala am vA lasya ratvam vakzyamARe lamarTe SIGratAyAYca araNkftaSabde araNkftiSabde ca udA atyarTe ca tasmA araM gamAvaH ya aramize stavAmahe mIlhuze araMgamAya jagmaye f</ins> arama tri na ramyate tra ADAre GaY aDame	arama avya ala am vA lasya ratvam vakzyamARe lamarTe SIGratAyAYca araNkftaSabde araNkftiSabde ca udA atyarTe ca tasmA araM gamAvaH ya aramize stavAmahe mIlhuze araMgamAya jagmaye f arama tri na ramyate tra ADAre GaY aDame
arbada	arba rbu da na arba rba vic tasmE udeti ud iR qa Av iti KyAte mAMsapiRqAkAre rogaBede sa ca suSrutoktavartmASrayezu ekaviMSatirogezu maDye rogaBedaH pfTagdozA samastASca yadA vartmavyapASrayAH sirA vyApyAvatizWante vartmasvaDikamUrcCitAH vivardDya mAMsaM raktaYca tadA vartmavyapASrayAn vikArAn janayatyASu nAmatastAn niboData ityupakramya utsarddinopraBftIn ekaviMSatiBedAn uktvA tezAM pratyekalakzaRAnyuktAni tatra kartmAntarasTaM vizamaM granTiBUtamavedanam vijYeyamarbudaM puMsAM saraktamavalambitam ityarbudalakzmoktam arbudaYca nAnAviDaM mAMsArbudaSoRitArbudAdiBedAt kfzRasPowIsaraktESca piqakABiSca pIqitam yasya vastirujaScogrA jYeyaM tacCoRitArbudam mAMsadozeRa jAnIyAdarbudaM mAMsasamBavam evaM medo rbudAdayo pi jAnIyAdarbudaM mAMsasamBavam evaM medo rbudAdayo pi tatroktA rogaBedA jYeyAH daSakowisaNKyAyAM tatsaNKyAtezu ca ekAdikowisaNKyA daSaguRottarA uktvA arbudamavajaM KarvaniKarvamahApadmaSaNsavastasmAt lIlA imA me gna izwakA DenavaH santvekA ca daSa ca daSa ca SataM ca SataM cetyupakramya arbudaM canyarbudaYca iti yaju parvvataBede asuraBede ca pada mahAntaM cidarbudaM nikramI padA f kAdraveye sarpaBede pu paYcame hanItyupa kramya arbudaH kAdraveyo rAjetyAha tasya sarpAviSaH iti Sata brA ambUni dadAti dA ka vede masya raH meGe nyarbudaM vAvfDAno aguH f ambUni dadAtItyurbudo meGaH BA arbudAkAratvAt garBasya mAMsapiRqaBede yadi piRqaH pumAn strI cetpeSI napuMsake rbudamiti suSru dvitIyamAsikagarBamAtre na praTame mAsi saMkledaBUto DAtuvimUrcCitaH mAsyarbuDaM dvitIye tu tftIye NgendriyEryutaH yA smf dvitIye tu mAsi arbudamIzatkaWinaM mAMsapiRqamayaM Bavati mitA	
arbuda		arbu rvu da na arba rva vic tasmE udeti ud iR qa Av iti KyAte mAMsapiRqAkAre rogaBede sa ca suSrutoktavartmASrayezuekaviMSatirogezu maDyerogaBedaH pfTag dozA samastASca yadA vartma vyapASrayAH sirA vyApyAvatizWante vartmasvaDikamUrcCitAH vivardDya mAMsaM raktaYca tadA vartmavyApASrayAn vikArAn janayatyASu nAmatastAn niboData ityupakramya utsarddinopraBftIn ekaviMSati BedAn uktvA tezAM pratyekalakzaRAnyuktAni tatra vartmA ntarasTaM vizamaM granTiBUtamavedanam vijYeyamarbudaM puMsAM saraktamavalambitam ityarvudalakzmoktam arbudaYca nAnAviDaM mAMsArvudarSoRitArvudAdiBedAt kfzRa sPowIsaraktESca piqakABiSca pIqitam yasya vastiruja ScogrA jYeyaM tacCoRitArbudam mAMsadozeRa jAnIyA darbudaM mAMsasamBavam evaM medo rbudAdayo zi tatroktA rogaBedA jYeyAH daSakowisaMKyAyAM tatsaMKyAtezuma ekAdikowisaMKyA daSagfRottarA uktvA arbudamavajaM KarvaniKarvamahApadmaSaNkzavastasmAt lIlA imA me gna izwakA DenavaHsantvekA ca daSa ca daSa ca SataM Page a ca SataM cetyupakramya arbudaM canyarbudaYca iti yaju parvvataBede asuraBede ca pu mahAntaM cidarbudaM nikramI padA f kAdraveye sarpaBede pu paYca me hanItyupa kramya arbudaH kAdraveyo rAjetyAha tasya sarpAviSaH iti Sata brA ambUni dadAti dA ka vede masya raH meGe nyarbudaM vAvfDAno aguH f ambUni dadAtItyarbudo meGaH BA arbudAkAratvAt garBasya mAMsapiRqaBede yadi piRqaH pumAn strI cetpeSI napuMsake rbudamiti suSru dvitIyamAsikagarBamAtre na praTame mAsi saMkledaBUto DAtuvimUrcCitaH mAsyarbudaM dvitIye tu tftIye NgendriyEryutaH yA smf dvitIye tu mAsi arbudamIzatkaWinaM mAMsapiRqamayaM Bavati mitA
arca	arca pUjAyAm uBa BvAdi saka sew arcati te ArcIt Arccizwa Anarca rce <del>pitfScEvAzwakAsvarccet</del> <ins>pitFScEvAzwakAsvarccet</ins> manuH evaM hi sarvaBUtAni <del>brAhmaRo nityamarcati</del> <ins>brAhmaRonityamarcati</ins> manuH ratnapuzpopahAreRa CAyAmAnarca pAdayoH raGuH <del>vfndizwamArccIdvasuDADipAnAm</del> <ins>vfndizWamArccIdvasuDADipAnAm</ins> samIhe marttumAnarce tena vAcA KilaM balam ArccIt dvijAtIn <del>paramArTavindAn</del> <ins>para mArTavindAn</ins> prAnarccurarcyaM jagadarcanIyam <del>viprAnarcaMstaTA</del> <ins>viprAnarcaM staTA</ins> stuvan iti ca BawwiH arciH arcakaH arcitaH arcitavAn arcitum arcitvA <ins>arca</ins> pUjAyAM curA uBa saka sew arcayati te <del>Arcicat</del> <ins>Arci cat</ins> ta arcayAmAsa dUrasTamArcayedenam manuH svargOkasAmarcitamarcayitvA kumA	arca pUjAyAm uBa BvAdi saka sew arcati te ArcIt Arccizwa Anarca rce pitFScEvAzwakAsvarccet manuH evaM hi sarvaBUtAni brAhmaRonityamarcati manuH ratnapuzpopahAreRa CAyAmAnarca pAdayoH raGuH vfndizWamArccIdvasuDADipAnAm samIhe marttumAnarce tena vAcA KilaM balam ArccIt dvijAtIn para mArTavindAn prAnarccurarcyaM jagadarcanIyam viprAnarcaM staTA stuvan iti ca BawwiH arciH arcakaH arcitaH arcitavAn arcitum arcitvA arca pUjAyAM curA uBa saka sew arcayati te Arci cat ta arcayAmAsa dUrasTamArcayedenam manuH svargOkasAmarcitamarcayitvA kumA
arcatrya	arcatrya tri arca BAve atri arcatrimarcanamarhati yat pUjanIye arcatryo maGavA nfByaH f arcatryaH arcanIyaH BA	
arcattrya		arcattrya tri arca BAve atri arcatrimarcanamarhati yat pUjanIye arcatryomaGavA nfByaH f arcatryaH arcanIyaH BA
arcavat	arcava ma t tri arcirastyasya matup vede maysa vaH dIptiyukte udyannakzatramarccivat f yatte pavitramarcivadagneH f loke tu arcimAn striyAM NIp	
arcivat		arciva ma t tri arcirastyasya matup vede masya vaH dIptiyukte udyannakzatramarccivat f yatte pavitramarcivadagneH f loke tu arcimAn striyAM NIp
ardDenda		ardDenda pu ardDumindoH ekade ta candratulyAMSe jawA jUwasamAyuktAmardDendukftaSeKarAm durgADyAnam tadAkAra tvAt naKakzate tarjanyaNguzWavistArarUpe galahastamudrA Bede ardDacandrAkAre vARe ca
ardDendu	ardDendu pu ardDumindoH ekade ta candratulyAMSe jawAjUwasamAyuktAmardDendukftaSeKarAm durgADyAnam tadAkAratvAt naKakzate tarjanyaNguzWavistArarUpe galahastamudrABede ardDacandrAkAre bARe ca	
ardda	ardda pIqane BvAdi uBa saka sew arddati te ArddIt Arddizwa <del>rakzaH sahasrARi</del> <ins>rakzaHsahasrARi</ins> caturddaSArdIt raGuH Anardda arddakaH <del>arddi</del> <ins>arddI</ins> ardditvA ardditaH ati atipIqane <del>atyarddikta</del> <ins>atyardditaH</ins> aBi <del>AnimuKena</del> <ins>ABimuKena</ins> pIqane aBeSvAvidUryye pA ukteH sAmIpye ca <del>anyarRaH</del> <ins>aByarRRaH</ins> samIpavarttI <del>kAloByarRa</del> <ins>kAloByarRRa</ins> jalAgamaH sA da anyatra <del>aByardvitaH</del> <ins>aByadditaH</ins> nis nir <ins>Page b</ins> vA BfSapIqane so syAyaM parANeva prARo nirardati Sata vrA vi viSezeRa pIqane tad yA UrmmI vyarddataH paSO vA puruze <del>yA</del> <ins>vA</ins> Sata vrA sam <del>samarRaH ninyarRaH</del> <ins>samarRRaH ni nyarRRaH</ins> vi <del>vyarRaH</del> <ins>vyarRRaH ardda</ins> yAcane gatO saka pIqAyAM aka BvAdi para sew arddati ArddIt yAcane <del>SaradDanaM</del> <ins>SaradGanaM</ins> nArddati <del>cAtako</del> <ins>cAta ko</ins> pIti raGuH <ins>ardda</ins> baDe curA uBaya saka sew arddayati te <del>Arddidat</del> <ins>Arddi dat</ins> ta <del>yonArddidat</del> <ins>yenArddidat</ins> dEtyapuraM pinAkI BawwiH <del>avyarRo girikUwABAnaByarRAnArddidat</del> <ins>avyarRRo girikUwABAnaByarRRAnArddidat</ins> drutam BawwiH sam samyakpIqane yantAramasya sahasA triBirvAREH <del>samArddayat</del> <ins>samA rddayat</ins> BA va pa prati pratirUpapIqane yasya yatkarttfkaM pIqanaM tenEva punastasya pIqane pratyardDayata saMkrudDo rAGavaH punarAhave rAmA	ardda pIqane BvAdi uBa saka sew arddati te ArddIt Arddizwa rakzaHsahasrARi caturddaSArdIt raGuH Anardda arddakaH arddI ardditvA ardditaH ati atipIqane atyardditaH aBi ABimuKena pIqane aBeSvAvidUryye pA ukteH sAmIpye ca aByarRRaH samIpavarttI kAloByarRRa jalAgamaH sA da anyatra aByadditaH nis nir Page b vA BfSapIqane so syAyaM parANeva prARo nirardati Sata vrA vi viSezeRa pIqane tad yA UrmmI vyarddataH paSO vA puruze vA Sata vrA sam samarRRaH ni nyarRRaH vi vyarRRaH ardda yAcane gatO saka pIqAyAM aka BvAdi para sew arddati ArddIt yAcane SaradGanaM nArddati cAta ko pIti raGuH ardda baDe curA uBaya saka sew arddayati te Arddi dat ta yenArddidat dEtyapuraM pinAkI BawwiH avyarRRo girikUwABAnaByarRRAnArddidat drutam BawwiH sam samyakpIqane yantAramasya sahasA triBirvAREH samA rddayat BA va pa prati pratirUpapIqane yasya yatkarttfkaM pIqanaM tenEva punastasya pIqane pratyardDayata saMkrudDo rAGavaH punarAhave rAmA
are're	are re avya are vIpsAyAM dviruktiH nIcasamboDanAdO sakroDasamboDane ca arere rADAgarBaBAraBUta sUtApasada kimevamAkzipasi arere vAcAwa vfTASastragrahaRadurvidagDa vawo iti ca veRIsaMhAraH	
arere		are re avya are vIpsAyAM dviruktiH nIcasaMboDanAdO sakroDasamboDane ca arere rADAgarBaBAraBUta sUtA pasada kimevamAkzipasi arere vAcAwa vfTASastra grahaRadurvidagDa vawo iti ca veRIsaMhAraH
argbaDa		argbaDa pu AragbaDaH pf AragvaDe siM DAli vfkze
argvaDa	argvaDa pu AragvaDaH pf AragvaDe sinDAli vfkze	
ariBeda	ariBeda pu arerviwsvadirasyeva medaH sAra syando sya guiyAvAvalA vfkzaBede aririva medyati rUkzakzatvAt alpaM snihyati mida ac viwKadire saMjYAyAM kan kfmiBede tadgaRanAyAm vAhyakA picciwaH kumBI varccakIwo rimedakaH suSru	
ariDAyam		ariDAyam tri ariBirISvareH DAryyate DA asun pf yuw ca ISvaraDAryye azwAvariDAyasogAH f ariDAyasaH ariBirISvarEH DAryyamARA BA
ariDAyas	ariDAyas tri ariBirISvarEH DAryyate DA asun pf yuw ca ISvaraDAryye azwAvariDAyasogAH f ariDAyasaH ariBirISvarEH DAryyamARA mA	
arimeda		arimeda pu arerviwsvadirasyeva medaH sAraH syando sya guiyAvAvalA vfkzaBede aririva medyati rUkza kzatvAt alpaM snihyati mida ac viwKadire saMjYAyAM kan kfmiBede tadgaRanAyAm vAhyakA picciwaH kumBI varccakIwo rimedakaH suSru
arttika	arttika tri fta bA ukaY spardDaka samadvEnAnvindatyartyukAha Bavatnyapi hamarmaDaM samadvindati Sata brA	
arttuka		arttuka tri fta bA ukaY spardDake samadvEnAnvinda tyartyukAha Bavatnyapi hatarmaDaM samadvindati Sata brA
aruRAtmaja		aruRAtmaja pu ta jawAyO pakziRi sUryaputre mande sAvarRRe manO karRRe sugrIve yame ca aSvi nokumArayoH dvi va yamunayAM tapatyAM ca strI trIRyapatyAni kOravya saMjYAyAM tapatAMvaraH Adityo janayAmAsa kanyAM dvO ca prajApatI sa ca vEvasvataH pUrbbaM SrAdDa devaH prajApatiH yasaSca yamunA cEva yamajO saMBUvatuH saMjYAyAM dvO sutO sutA ceti trIRyapatyAni dvitIyAyAM tu saMjYAyAM saMjYeyamiti cintayan Adityo janayAmAsa putramAtmasamaM taTA pUrbbajasya manostAta sadfSo yamiti praBuH manurevABavannAmrA sAvarRRa iti cocyate dvitI yAyAM sutastasyAH sa vijYeyaH SanEScaraH iti sAvarRRaH SaniSca etO dvO sutO saMjYAyAH CAyAKyAyAM dvitIyAyAM savarRRAyAM jAtO harivaM vaqavArUpaDariRyAM saMjYAyAYca aSvinIkumArO jAtO yaTA tatrEva baqavArUpamAsTAya vane carati SAdvale sa taTArUpamAsTAya svAM BAryyAM SuBa lIlayA dadarSa yogamAsTAya svAM BAryyAM vaqavAM tataH aDfTAM sarvvaBUtAnAM tapasA niyamena ca baqavAvapuzA rAjaM ScarantImakutoBayAm so SvarUpeRa BagavAMstAM suKaM sama BAvayat mETunAya vicezwantIM parapuruzaSaNkayA sA tanniravamacCukraM nAsikAyAM vivasvataH devO tasyAmajA yetAmaSvino BizajAM varO nAsatyaScEva dasraSca smftO dvAbaSvi nAviti tapatISabde tadutpattiH karRRotprattiH yaTA evamuktA bahuviDaM sAntvapUrvvaM vivasvatA sA tu nEcCadvarArohA kanyA hamiti BArata banDupakzaBayAdBItA lajjayA ca yaSasvinI tAmarkaH punarevedamabravIdBaratarzaBa matprasAdAnna te rAjYi Bavi Page a tA doza ityuta evamuktvA sa BagavAn kuntirAjasutAM tadA prakASakarttA tapanaH sambaBUva tayA saha tatra vIraH samaBavat karRaH SastraBftAM varaH AmuktakavacaH SrImAnde vagarBaH SriyA nvitaH sahajaM kavacaM biBrat kuRqalI dyotitAnanaH ajAyata sutaH karRaH sarvvalokezuviSrutaH BA A pa sugrIvotpattiH sugrIvaSabde dfSyA
